238,006 Explorador,550,577,6631824,10495,0
239,011Toxicity,551,443,7523890,1598,0
240,006 - Enggilmar o Fenomeno,541,569,919447151,10000,0
241,K55 | 0002,525,593,5960538,9177,0
242,-096 Uganda-,540,554,919655816,9149,0
243,074 K54 - RIP,467,502,7781056,9736,9
244,[031] MADE IN ROÇA,542,584,919049896,9372,0
245,Nobre,490,500,918920176,2999,4
246,079 Mallek,561,574,919381386,10362,0
247,K45,530,428,919495079,9902,9
248,064 - #CorvosInWar,523,589,919425303,10019,0
249,[0041] Carn Dum,494,565,5581943,7114,0
250,#015 BlastRade,540,491,919391252,9847,1
251,Leon Sama (8),528,588,7707372,10311,0
252,Vitim 0028,525,596,919380830,10495,0
253,0010 Bad or Bip ?,522,592,7448518,10495,0
254,135| Supiz,443,551,8243788,10506,0
255,PANDATACK 0002,530,593,5515472,10042,0
256,0058 Bad or Bip ?,528,581,7448518,10495,0
257,081 # Leal,539,479,373141,10019,0
258,XARUTO 024,536,519,918919530,10247,2
259,005,605,512,6222181,10487,0
260,080 # Leal,531,480,373141,10019,9
261,006,604,504,6222181,10495,0
262,Tarado03,530,560,372053,12021,0
263,0033 | HA,550,466,919106855,10069,7
264,007,604,509,6222181,10495,0
265,BaBaYaGa Nobre,521,433,919667514,9902,0
266,Machado,438,537,919652654,10019,8
268,0034 | HA,536,468,919106855,10069,0
269,069#TOXICIDADE PURA#,592,510,919521797,10160,0
270,008.2,437,540,6681377,1281,0
271,$ 31 AMERICA,510,573,1231948,5598,1
272,008,605,511,6222181,10481,0
273,0129| Guerraaaaa,537,493,7270627,10019,1
274,PROJETO: Nobre Cayres,515,478,7937755,9761,0
275,009,600,516,6222181,10495,0
276,010,601,516,6222181,10495,0
277,004,565,503,919376887,6515,0
278,Nobre,507,507,918920176,3816,0
279,Aldeia de bárbaros,465,560,0,923,0
280,0151| Guerraaaaa,518,501,7270627,10654,0
281,Aldeia-bonus,485,537,919663466,791,1
282,069,536,410,918856240,9742,0
283,0125| Guerraaaaa,531,485,7270627,10019,4
284,015,531,422,919569672,10237,0
285,FREE VILLAGE 01,425,519,919287285,10685,6
286,BaBaYaGa Nobre,531,429,919667514,9902,0
287,0220| Guerraaaaa,559,484,7270627,9911,7
288,K45,538,425,919495079,9902,0
289,047,485,531,919665324,4786,0
290,K45,525,443,919667514,9902,9
291,Moita 031,540,425,919569672,9983,0
292,017 LORD,490,427,919566124,10495,8
293,094 - IH MANE NOBRE,464,497,8177047,6567,0
294,033#CHERNOBYL#,547,483,919521797,9368,0
296,Snip 001,552,528,919658611,10617,2
297,Nobre Forte de Belmont - 005,525,432,919483316,11321,0
298,106#CHERNOBYL#,520,487,919521797,9886,5
299,019,537,419,919569672,10252,0
300,StarK,543,458,919668837,1047,0
301,018 LORD,470,447,919566124,10971,7
302,010 - Aldeia bônus!,523,429,919501757,10160,0
303,0136 Nobre | Dance Comigo *-*,553,545,1821171,10285,2
304,0003 ARGENTINA,540,412,919622278,10495,0
305,XARUTO 017,525,557,918919530,10247,5
306,BaBaYaGa Nobre,531,427,919667514,9902,0
307,*WESSEX 003,428,505,919476182,9388,0
308,0027 LUÍS SUARES,533,424,919622278,10495,0
309,54 ~ NOBRE 027,453,522,7526714,10252,5
310,042,597,466,919669070,10226,0
311,011,523,470,6222181,10311,6
312,043,599,473,919669070,10226,0
313,134 nobre,500,568,919519206,5622,0
314,044,586,468,919669070,10226,0
315,KING ~ XPK 028,504,531,8196494,9742,0
316,0168| Guerraaaaa,546,480,7270627,8204,0
317,001 Constantinopla,597,468,7380225,12154,0
318,008 Toxicity,564,478,7523890,7487,2
319,0029 NÃO,592,468,919562683,9756,0
320,XARUTO 022,550,530,918919530,10247,2
321,Aldeia da Morte [001],570,456,7850654,9797,0
322,É A TOXIC MANÉ - 0061,594,476,919672488,10000,0
323,103,455,454,919248718,9744,0
324,0036 -RIP-,522,511,919498546,10083,7
325,Kakashi Hatake 0003,499,542,919675492,10160,0
326,Montepulciano,442,503,6541239,9086,7
327,Alemão-039,497,546,919234453,10001,0
328,KING ~ XPK 008,516,539,8196494,9814,0
329,045,579,466,919669070,10226,0
330,#028 BlastRade,539,545,919391252,9769,0
331,R.I.P-Nobre-0015,552,531,494288,10636,3
332,0013,595,474,919562683,10160,0
333,108 - Lec,493,437,919667514,9902,0
335,Aldeia de bárbaros,468,551,919376887,4628,1
336,K45 [049] Loading...,586,483,7331306,9756,0
337,Nobre -0.3,528,539,918916774,10221,0
338,54 ~ NOBRE 050,479,551,7526714,7857,4
339,Machado,421,558,919652654,10495,0
340,0022 [RIP] Madame do poder,523,529,919391898,10019,0
341,Kakashi Hatake 0040,493,543,919675492,10495,0
342,# 065| Supiz,504,520,8243788,10495,9
343,Nobre|034,499,531,477722,10495,0
344,Nobre, El Curandero - [134],456,449,919631431,10162,0
345,069| Supiz,486,533,8243788,10495,0
346,NOBRE, FRONT,503,541,8196494,10160,0
347,Alemão-080,487,561,919234453,10001,0
348,[117],451,443,7968497,10495,5
350,046,597,467,919669070,10226,0
351,z03,438,493,919599701,4388,0
352,54 ~ NOBRE 048,483,548,7526714,10485,0
353,StarK,530,481,919668837,10019,1
354,0005 Cabaludo,590,467,919668977,10068,0
355,006 K55,506,540,919200476,10495,0
356,019 nobre,505,563,919519206,10066,4
357,0008 Cabaludo,577,462,919668977,10068,0
358,48 XUPA,460,558,919376887,3481,0
359,004 Ravena,594,465,7380225,6957,0
360,|008| A05,476,487,919565753,4234,0
362,|0000 0038 West|,534,473,919668977,9146,0
364,StarK,532,472,919668837,10019,3
365,K45 [096] Loading...,588,466,7331306,4017,0
366,[0028] Nobre, Quico Baderneiro,464,477,5554668,9993,6
368,0150 Bad or Bip ?,486,546,7448518,10495,5
369,005,582,464,919669070,10393,0
370,Nobre +0.5.7.1,474,554,918916774,10273,3
371,047,598,464,919669070,10226,0
372,0020 Cabaludo,580,470,919668977,10068,0
373,NOBRE 048,445,506,7887410,10495,8
374,0066,587,460,919562683,10160,0
375,048,596,467,919669070,10226,0
376,KING ~ XPK 016,518,541,8196494,9830,0
377,G.F.A. 18,509,441,6053349,9773,8
378,0039 Cabaludo,585,470,919668977,9761,0
379,Aldeia da Morte [052],493,490,7850654,8159,0
380,Eiras - 0036,513,450,918987352,10104,6
382,É A TOXIC MANÉ - 0033,593,464,919672488,10000,0
383,Aldeia de bárbaros,465,556,0,1551,0
384,0015 Cabaludo,578,472,919668977,10004,0
385,114 K54,440,544,919200476,10495,0
386,Nobre, Cajaal,442,441,919507328,10495,0
387,090 - ALEMÃO SAFADO,478,475,531505,10087,0
388,Nobre, El Curandero - [145],439,447,919631431,10081,0
389,Nobre, 094 | Reino da Caatinga,484,439,919577243,10285,0
390,015 - [NW],503,531,919671987,10311,0
391,089 Rest In Peace,475,512,919476182,10495,0
392,0262| Guerraaaaa,469,493,7270627,9852,9
393,#041 BlastRade,508,526,919391252,9783,0
394,Nareba - 031,496,533,918631050,11130,0
395,K54 Nobre 0011,459,507,919534607,10495,0
396,0044 Aldeia de bárbaros,471,550,919391898,10019,1
397,NOBRE 028 - XPK,514,525,7887410,10160,0
398,Aldeia de bárbaros,501,520,1927746,3353,0
399,002 - Dalaran,520,534,919669006,3715,0
400,Br 113 # Nobre StyleBrSz,545,491,7957583,9835,0
401,B1-0003 | Carta na Manga,512,516,6075513,11321,0
402,0044 | Odyssey,561,533,919597227,9596,4
403,022 - [W],511,540,919671987,10311,0
404,Dalcim 0003,518,507,846256,3558,0
405,026 K55,526,522,919200476,10495,2
406,{0043} J,523,524,919655816,10469,0
407,112 - ALEMÃO SAFADO,465,467,531505,10068,0
408,Nareba - 054,509,521,918631050,11130,0
409,018 K55 - RIP,537,555,7781056,10362,6
410,-114 Montenegro-,509,533,919655816,10636,0
411,-103 Maldivas-,549,552,919655816,12135,2
412,-043 Kuwait-,505,529,919655816,10301,0
413,149 - [NW],524,523,919671987,10311,1
414,-110 Mianmar-,512,548,919655816,10728,0
415,PANDATACK 0067,508,566,5515472,2165,0
416,035 nobre,508,558,919519206,10141,0
417,018 - Juju,452,441,919569672,10469,0
418,#008 BlastRade,517,529,919391252,10252,0
419,CAMP II,427,509,919670362,3472,6
420,112 - [NW],516,532,919671987,10311,0
421,Nobre 009,482,560,919649953,2078,0
422,B1-0007 | Carta na Manga,506,515,6075513,11824,0
423,028,524,461,918856240,9742,0
424,066| Supiz,494,526,8243788,10495,0
425,046,484,532,919665324,4628,0
426,304 - [W],508,527,919671987,10311,0
427,044 - Aldeia bônus!,509,409,919501757,10495,0
428,Nobre, SEM MASSAGEM ! 078,498,444,919563536,10469,1
429,0024 [RIP] ThiagoExterminador II,510,531,919391898,10019,0
430,Juju 73,470,436,919498970,10247,0
431,$ 06 AMERICA,518,574,1231948,8947,5
432,016 - [W],502,534,919671987,10311,0
433,0049,499,510,919645332,4462,0
434,0059 Bad or Bip ?,528,567,7448518,10495,5
435,-092 Togo-,506,533,919655816,10160,0
436,014 - [NE],499,533,919671987,10311,0
437,Nobre +0.1.2,509,536,918916774,10433,0
438,018 - [W],505,547,919671987,10311,0
439,Colheita dos Gados 071,492,529,7420003,10160,0
440,Cemitério de inimigos,453,481,919475943,5461,1
442,RAÇA FLA 148,487,517,8271328,6416,0
443,0106| Guerraaaaa,539,489,7270627,10019,8
444,108#TOXIC#,540,488,919521797,9637,0
445,034 - Trident -,499,441,919535050,1562,0
446,DEUS BOLADO 015,565,518,919534743,10495,4
448,069 - ALEMÃO SAFADO,526,496,531505,10311,0
449,029 Nobre,487,486,7380225,10430,0
450,DUMAAAAL 141,463,436,919442019,10469,2
451,0033| Guerraaaaa,580,458,7270627,10019,0
452,002 K45,539,496,919200476,10495,0
453,032,474,556,919665324,7506,0
454,*MÉRCIA 026,538,510,919476182,10362,0
456,B1-0036 | Carta na Manga,459,513,6075513,9865,3
457,0126| Guerraaaaa,535,488,7270627,10019,0
458,018 - ALEMÃO SAFADO,536,486,531505,10311,0
459,012,504,465,6222181,8492,0
460,|0000 0007 Namastex|,498,484,919668977,10411,3
461,087#GUERRA FRIA#,534,479,919521797,10160,0
462,103 # Leal,565,474,373141,10252,3
463,Br 113 # Nobre StyleBrSz,544,493,7957583,9835,0
464,051 - ALEMÃO SAFADO,524,493,531505,10068,0
465,Noblador de BB Bravo n Entre!,466,437,7736488,10469,2
467,029 SEM MASSAGEM,530,491,6566724,10495,0
468,0191| Guerraaaaa,559,478,7270627,10019,3
469,0076 - Nobre ToxiC,509,494,919360118,9809,0
470,047,478,439,6053349,10495,0
471,RAÇA FLA 092,459,496,8271328,10495,8
475,Nobre 16 K55,526,537,919675509,7496,0
476,Colheita dos Gados 074,531,509,7420003,10160,4
480,K54 036,439,529,7859528,2951,0
482,088 K54,446,542,919200476,10495,3
484,RAÇA FLA 142,527,505,8271328,5058,0
485,0077 | HA,475,467,919106855,10069,0
487,0015| Guerraaaaa,550,449,7270627,10019,4
488,040 K45 - RIP,528,498,7781056,10495,0
489,K54 115,447,505,7859528,1586,0
490,A2-0013 | Carta na Manga,539,490,6075513,11824,0
491,024 - viro palhaçada,520,427,919501757,10141,0
492,LeC | K44 026,485,431,919294149,9808,9
493,Nobre|014,541,503,477722,10495,0
494,B1-0013 | Carta na Manga,504,511,6075513,11550,6
496,0067 # Doc Q,435,539,6369282,5210,0
497,004,561,548,919547052,9943,1
501,FREE VILLAGE 06,439,532,919287285,10858,2
502,037 Rest In Peace,545,509,919476182,10481,0
503,029,527,462,918856240,9609,0
505,0087 LUCAS PAQUETÁ,505,451,919622278,10495,0
506,007 - Enggilmar o Fenomeno,543,572,919447151,10000,0
507,|0000 0006 Namastex|,499,484,919668977,9761,6
508,030 nobre,543,579,919519206,9469,0
509,Aldeia de bárbaros,435,474,0,911,0
510,NOBRE 043,482,507,7887410,10495,8
511,001 - IH MANE NOBRE,553,575,8177047,9570,0
512,v 0002,512,505,919417093,4676,0
513,032,516,568,919573546,7734,0
514,028 | Nobre, XPK,458,555,919376887,9783,1
515,074 - ALEMÃO SAFADO,522,502,531505,10311,0
516,007 Explorador,554,581,6631824,10495,0
517,067 - IH MANE NOBRE,547,572,8177047,9761,0
518,Nobre 008,480,556,919649953,1993,0
519,0024 - Toxic II,500,490,919670400,9735,0
520,MORATO 27,509,480,7930966,4937,0
521,0004 - Toxic II,566,462,919670400,10144,4
522,010,555,503,919376887,9583,0
523,$ 37 AMERICA,512,575,1231948,3112,0
524,151 - [E],492,537,919671987,10311,2
525,A1-0008 | Carta na Manga,498,504,6075513,10132,0
526,Nobre, SEM MASSAGEM ! 074,487,462,919563536,10469,6
528,067 Rest In Peace,484,513,919476182,10495,0
530,0091,471,573,919073624,8579,2
531,002 nobre,542,589,919519206,9744,0
532,0101 GANA,549,444,919622278,6778,0
533,Aldeia de bárbaros,516,512,0,920,0
534,Nobre, SEM MASSAGEM ! 106,481,455,919563536,8231,0
535,005 - Enggilmar o Fenomeno,540,569,919447151,10000,0
536,005 SEM MASSAGEM,533,493,6566724,10141,4
537,Ashina Sun (3),509,592,7707372,10220,0
538,007 Rest In Peace,540,512,919476182,10495,0
539,#024 BlastRade,518,521,919391252,9783,8
540,Nobre J.F.A.,469,487,919294149,9976,0
541,070 - ALEMÃO SAFADO,527,497,531505,10311,0
542,084 - Negra K55,599,521,6314174,9644,0
543,198 # Leal,488,489,373141,10252,2
544,013,595,526,6222181,10495,0
545,-=029=-,601,515,6402651,10341,0
546,RAÇA FLA 068,566,504,8271328,10495,0
547,014,593,522,6222181,10311,0
548,0266| Guerraaaaa,461,482,7270627,7488,0
549,A3-0005 | Carta na Manga,598,529,6075513,10495,0
550,0072 Nobre | Dance Comigo *-*,506,522,1821171,10285,0
551,A2-0002 | Carta na Manga,544,496,6075513,12154,0
552,54. Fênix 001,480,532,919658611,4795,0
553,046 K55 - RIP,513,515,7781056,10495,6
554,A2-0003 | Carta na Manga,545,494,6075513,12154,0
555,0050 | Odyssey,497,548,919597227,9448,0
556,RAÇA FLA 007,550,501,8271328,10495,0
557,0101| Guerraaaaa,539,457,7270627,10019,9
558,RAÇA FLA 006,554,490,8271328,10495,0
559,141| Supiz,449,541,8243788,9686,7
560,A2-0004 | Carta na Manga,542,495,6075513,12154,0
561,152 - [NW],501,531,919671987,10311,0
562,021 Coca-cola,523,444,918826756,10311,9
563,0277| Guerraaaaa,558,499,7270627,9887,0
564,Nobre J.F.A.,538,457,919294149,6896,0
565,A2-0005 | Carta na Manga,542,500,6075513,12154,0
566,Tarado23,520,566,372053,5145,0
567,K55 Nobre 0047,560,538,919534607,10252,3
568,K45 [114] Loading...,506,480,7331306,9756,0
570,0150| Guerraaaaa,513,486,7270627,10019,0
571,0084 - Nobre ToxiC,514,497,919360118,9809,0
572,101 K55,528,542,919200476,10495,5
573,141 # Leal,523,498,373141,4790,0
574,Nankita,451,439,5296579,10361,6
576,Canterbury,433,507,6541239,9086,0
577,015 Védelem,549,424,5859477,9878,0
578,0020 - Toxic II,505,490,919670400,10143,0
579,0082 - Nobre ToxiC,514,498,919360118,9809,8
580,SUICIDEBOYS,507,406,919410848,9993,0
581,ARAGÃO 113 9,451,486,919555073,1770,0
582,029 nobre,552,578,919519206,10252,0
583,KING ~ XPK 006,514,542,8196494,9819,0
584,Nobre, 082 | Reino da Caatinga,494,488,919577243,10285,7
585,026 Explorador, Solidão,547,594,7759969,11477,0
586,K45,524,443,919495079,9902,0
587,064 Mallek,556,575,919381386,10009,0
588,0071 - Nobre ToxiC,492,472,919360118,9809,0
589,015,497,463,6222181,10787,0
590,002 - IH MANE NOBRE,546,572,8177047,9828,0
591,-080 Lesoto-,552,566,919655816,10066,0
592,Kakashi Hatake 0102,429,528,919675492,10495,0
593,RAÇA FLA 140,443,492,8271328,10495,5
595,LA VAI MARRETA 3,424,492,919423322,1772,0
596,169 # Leal,489,481,373141,10044,7
597,008 Explorador,552,583,6631824,10495,0
598,Aldeia de bárbaros,459,540,0,943,0
599,063 Mallek,556,576,919381386,10252,0
600,191 # Leal,481,488,373141,10083,9
601,009 Explorador,550,579,6631824,10495,0
602,014 - Miami,543,563,846256,9751,0
603,0019 Bad or Bip ?,548,577,7448518,9835,0
604,[074] MADE IN ROÇA,555,583,919049896,10285,0
605,059 Mallek,548,584,919381386,10252,0
606,DEUS BOLADO 034,590,546,919534743,10495,0
607,zThe Seer,499,505,919558013,6443,5
608,DEUS BOLADO 004,585,545,919534743,10495,0
609,Aldeia da Morte [055],477,474,7850654,9005,0
610,R.I.P-Nobre-0016,571,548,494288,10636,0
611,0003 | Odyssey,571,538,919597227,10495,0
