1481313,HudsonRegis,1148,1,840,1392
1496848,jackdaniels99,0,0,0,2044
1499711,commander,221,5,16353,684
1499862,mudavaca,0,9,28747,565
1501202,MJ Stoned,0,1,2992,1097
1502568,Gargula XV,48,26,180869,282
1506532,deslok,1129,2,3798,1026
1517191,marcovina,0,1,292,1595
1518132,Só Alegria,617,1,2955,1100
1522055,colombosopolis,45,6,18161,664
1538953,Higor.GL,596,1,38,1868
1540375,ericvic,933,0,0,2045
1540783,jogar,291,39,231431,258
1585618,leonyuri,0,38,195527,269
1592793,traira,1134,1,1016,1370
1596179,magro998,815,0,0,2046
1618709,- Rodrigues,302,119,1114591,64
1629486,loryline,30,1,3027,1093
1629992,marioasb,450,26,96820,350
1635381,69 king,811,4,6360,905
1637902,Velho Cinzento,0,1,4257,993
1643892,patrickcj,1104,3,4391,988
1657009,Predador Jason,142,82,650078,142
1679948,shallyke,97,29,242887,254
1695817,1italiano,949,9,45827,459
1721561,fuelego,0,2,16497,681
1724056,Angel Vihh,358,52,408943,197
1730767,renatthenriq,442,1,1976,1210
1784670,Sold Hollow,1136,1,5259,948
1790726,claudinho marques,0,1,2607,1132
1791934,leo.nidas,1134,3,8499,844
1805292,weslleyyy,810,0,0,2047
1818513,mjbel,0,1,559,1472
1821171,RaioTWO,46,161,1513501,24
1831294,nego bauer,0,1,3184,1077
1848688,T R U C I D A,0,7,19014,657
1854222,- RB - A Lenda,0,1,26,1887
1886612,ExtremeCW,97,25,200826,271
1897128,lordhalle,0,1,2860,1113
1911214,friedrichsk8,0,1,334,1571
1916056,k s2 m,51,4,9011,828
1920830,123dasilva456851,821,19,65832,400
1922760,CTRLALTDEL,475,8,33581,529
1927746,kavaleiro du mau,1261,2,11000,773
1962125,ricardmp,34,2,1465,1288
1998535,Karpak,0,1,1284,1314
2010204,nevos,1104,1,763,1414
2058770,ffffllll,0,1,26,1888
2074204,Rei Rogério,0,1,1784,1225
2083151,Icz the Cat,0,5,22849,610
2098199,cabaleiros,0,4,3489,1045
2103983,Kr4ToS,368,1,9828,804
2118366,filet10,302,60,366715,209
2135809,Neegan,810,1,10019,798
2136580,DASCOLINAS,187,1,1170,1336
2148338,Alan Monteiro AM,0,1,688,1436
2157141,jonatanoliveira,1148,7,8657,839
2172850,guizzz,475,1,1992,1208
2233962,thander2099,737,1,935,1383
2242283,Rei idiota,0,1,286,1599
2248936,dudurios,0,1,3219,1070
2249171,felipevan2,0,0,0,2048
2255549,sushizinha,852,1,2826,1115
2277079,rdgf,1129,1,1440,1285
2277265,DELARUA,0,1,88,1809
2278152,oliveiradf,0,1,790,1409
2282853,rengar1234,821,23,109796,332
2283886,mestres da guerra,1231,2,2920,1108
2287116,atuale,852,1,472,1508
2292693,johnl@k@,0,1,234,1641
2313965,1959,151,1,345,1564
2323298,vinizera,949,8,20813,634
2329446,maumau1000,0,1,143,1757
2332453,griffeco621,0,1,1782,1226
2334296,paste,1129,12,22724,612
2357814,BRUCEgsi,0,0,0,2049
2366496,Jotate,0,1,247,1630
2379513,PintoPitoco,1073,1,4683,975
2384823,Joel neves,1284,1,178,1708
2384837,luksguga,291,12,98960,344
2396773,bignapa,0,1,410,1533
2402436,leon alpiste,0,1,1700,1242
2406303,Fellpzz MalDiMais,289,41,188576,277
2440585,HUN97,0,1,1191,1332
2444034,iigors,368,0,0,2050
2452761,portugasambolero,0,1,230,1645
2460335,Ixss,0,0,0,2051
2462248,Jhone Quest,427,0,0,2052
2472601,Kung Kan,51,1,412,1532
5271031,manatomazinou,0,1,117,1781
5271236,keylla19,0,0,0,2053
5277278,canutto,0,1,222,1654
5279068,mutante33,0,1,355,1583
5281843,fcabelinho,0,0,0,2054
5291491,Brux0,321,4,14518,708
5293704,Pinocchio,286,93,841717,103
5296579,nankita,289,77,740855,125
5297504,guiwebmaster,1084,6,23322,606
5301241,Modecam,289,19,124525,317
5327645,- DirtyMind -,1084,53,377173,203
5335051,Sr Brayan,0,1,4062,1010
5337570,TIRANOSSAURO REX,0,1,2320,1166
5338283,ACRDias,0,2,2150,1193
5367443,caio752,1060,1,1213,1329
5375280,JakaMG,0,0,0,2055
5378794,jnrLORD,289,41,312480,227
5398818,DomDeSerFeliz,0,1,32,1873
5400524,miragaia,0,1,737,1421
5413918,Brall,48,21,140395,304
5424301,Mavelips,46,107,821181,110
5424497,Jonh Franklin,775,1,632,1453
5449488,Mutley Sâma,0,1,72,1825
5459484,sandslah,0,1,160,1733
5479460,Cristian Bassani,146,5,7512,869
5492317,eller18,0,1,4735,972
5496868,Marcos Recco,442,1,108,1793
5503001,wyondy,142,123,1141849,54
5507106,Big P3.,0,1,26,1889
5508452,Wiles,418,6,16166,686
5515472,okpanda,46,82,635542,146
5532582,yugsan,387,1,26,1890
5547434,mjwilson,0,2,2404,1154
5547958,Cruel1975,1140,5,19361,651
5554668,QUICO BADERNEIRO,286,84,748576,121
5563541,jacoto,127,15,136727,308
5574028,General sid-love2,606,1,370,1553
5579592,romulo1995,146,25,244967,253
5581943,darckoflord,142,70,468686,186
5583124,tauan157155,821,1,1806,1223
5586454,dionigodoi,0,1,515,1489
5606603,frogkiller,0,1,26,1891
5625167,jeff1996,287,105,1008133,77
5630838,carloscp,606,1,234,1642
5636447,CMHZ,0,1,399,1540
5649009,marvfar,815,11,69853,389
5663821,tudojuntoemisturado,0,1,169,1722
5694294,mubrutal,479,2,13515,718
5695735,cavernoso-sanguenozoio,358,31,282169,235
5738024,777nil777,709,2,11488,767
5750953,ray.lima,1054,1,5412,941
5775061,elizandrol,0,1,26,1892
5859477,leakcim,97,23,161041,292
5914599,Edi perola negra,0,1,26,1893
5936300,rodnike,0,5,10317,785
5938000,vodax1,321,0,0,2056
5951235,bledi29,475,6,30961,548
5955884,Eric C4rtman,810,12,48876,446
5960538,gilsouza10,21,92,729720,126
5973559,pavaoph,1000,2,1214,1326
5985058,Kevyn 398,286,71,641238,144
5985413,lwsbonja,1071,0,0,2057
5986563,Tarado.,0,1,217,1660
5990002,Dino o Sauro,289,62,514297,175
5990777,ransvaldo,0,10,28562,567
5999184,MBELLO,34,1,322,1580
6006324,King Dark Angel,50,1,174,1713
6013902,sem noçaão,1134,9,44523,460
6021206,caique860,0,1,48,1852
6025096,luismontreal,1129,1,6498,898
6029975,erutannf,0,2,6017,913
6053349,klasipe,286,93,887329,95
6075513,Carta na Manga,46,203,2160045,6
6083709,SanDro Sotilli,65,140,1033119,73
6086470,-ThC-,617,1,3438,1053
6098419,audrei,0,1,32,1874
6099825,jefersonjose,1134,9,21272,630
6109561,Stifler50,0,1,26,1894
6117927,sheshe13,852,1,2559,1135
6123353,liplinharesjf,0,1,26,1895
6123735,Takashiba,0,1,1855,1218
6129205,dfs7,758,6,33643,531
6154947,clubevasco,0,1,326,1579
6177374,lcstaut,475,3,7206,877
6189796,ivan mario,302,63,377599,202
6215720,saulo313,758,1,26,1896
6218032,162534,187,1,522,1493
6221979,gerhardtt,51,3,11505,761
6222181,Moiikano,65,292,2887411,2
6225864,charqboy,133,1,6220,907
6237737,saulima,0,1,166,1726
6240677,OzzyP,946,1,520,1485
6245413,morceguinhoo,287,50,372417,205
6250121,maumau0001,0,1,644,1450
6252362,Dalcim2010,34,1,197,1687
6261338,edyemy,0,0,0,2058
6270184,LEANDRO P,286,59,526131,171
6280562,Limko,0,1,130,1768
6281709,Saffira,302,80,548592,167
6281869,Gladiador 06,302,108,987382,81
6299615,lliivviioo,0,1,1882,1214
6309083,-=BK=-,0,2,10743,779
6314174,Mamba-Negra,302,90,726949,127
6329798,knd nino,852,1,640,1452
6341203,Rominhaaa,127,4,31720,540
6345259,atesser,354,8,42293,468
6369282,cilodexx,142,84,747668,122
6384392,SuuperZuzu,0,2,16457,685
6384754,ImperadoLucas,1326,1,6108,912
6402651,flashgordom,302,85,658168,139
6415860,Harvey Specter,1291,16,83359,368
6415980,ALE PREDADOR,677,1,268,1611
6417776,ackton,1071,1,138,1760
6421978,valeiko,358,24,226255,259
6423656,Murdock73,949,20,117543,322
6427561,wtnLORD2,65,72,427185,195
6434781,diego svp,1231,2,5764,925
6442928,ArenA,142,104,953036,84
6443435,soudemogi,133,1,1414,1292
6463056,taciod,0,1,360,1560
6463824,leojulio,1327,1,170,1720
6470892,darcklima,0,1,164,1730
6479767,ALFA CENTAURO,0,10,31660,541
6493022,Gorgula,1134,1,1528,1269
6496656,Mano542,0,1,2660,1129
6508423,Ichigo Kuurosaki,0,1,272,1609
6508561,adaomassan,1266,15,54246,435
6513154,Oliuj93,637,15,66396,398
6513727,lcdsfilho,302,123,945046,86
6526703,The Vírus,21,101,840035,105
6530716,lord amarante,291,13,112244,328
6533067,ddcj,120,4,15747,689
6541239,Fernando Barros,450,40,261005,245
6559220,Arfier,0,1,1082,1356
6560556,General Bryto,646,0,0,2059
6562453,capitao naldo,0,2,6649,894
6566724,rodrigo230,65,65,631465,147
6568227,psciko,354,13,57112,428
6577953,tiasam,0,0,0,2060
6603763,bonitao esta na aria,1125,2,4376,986
6607121,War-Sir,1274,6,16401,682
6610861,Tequila Jr,187,3,7383,875
6622295,Sekaioshi,0,0,0,2061
6631824,smook,21,306,3101599,1
6642685,Gamarano,0,1,356,1559
6649681,guerra01,1136,1,3902,1018
6650115,santiago2020,637,1,1422,1290
6664431,Huawaii,0,1,26,1897
6678728,sant0scity,127,15,69104,392
6681377,vncs8,0,15,108552,335
6686476,GomesBalla,216,1,2361,1162
6695312,*Sangue Ruim*,821,9,24992,591
6751342,xico cdd,0,1,953,1380
6780984,clayton fernndes,0,0,0,2062
6792718,lord killerr,0,1,116,1784
6819559,wykalwz,0,1,26,1898
6824187,plets de uva,851,1,2947,1103
6837607,lastchange,187,2,3400,1058
6844134,Daniel Tora,287,22,207239,268
6852529,Moseley,291,21,193900,274
6861685,Hobophobic,0,1,185,1701
6863098,TSA90,1305,5,19662,650
6874936,Reivilo,97,39,99393,343
6881365,Guisabo,0,0,0,2063
6893587,giovaniciolfi,0,1,749,1418
6909096,Markinhoo22,0,7,14673,703
6912528,matheuszitu,0,1,3802,1025
6914999,matheus681,606,1,3063,1089
6919619,lorinhogaloucura,0,1,4896,965
6934939,Leeo4608,103,1,10216,789
6941835,marcatoo,0,1,2207,1189
6943224,Willbaptista,0,2,3823,1023
6944735,Renato da Elity,30,9,20591,636
6950063,leandro nego,840,1,1760,1230
6952184,heversonk,0,1,547,1480
6962695,Oi eu sou o Dudu,287,125,929705,90
6965133,guto1504,1271,1,1405,1295
6966123,Marcus627,0,1,3618,1036
6979129,internacional17,637,17,95160,352
6985486,GENERALDAGUERRA,0,1,4255,994
6993201,helderpt,0,1,1547,1265
7000261,Sir Pequenino,0,1,26,1899
7001225,jonex12,0,1,620,1455
7015857,lopes2011,0,1,26,1900
7017836,luanpoter,180,2,10141,795
7037587,manolloks,286,162,1280773,45
7039060,brunno777,0,1,86,1811
7045189,LORD VAYDER,287,29,300881,229
7047418,royugio,1084,18,117790,321
7047555,killerfonseca,48,55,139237,305
7068127,UzeBR,0,0,0,2064
7079127,jpnl10,0,1,456,1518
7087553,sb teamplay,97,37,202160,270
7091861,carrera500,120,1,198,1685
7098091,Soliza,1136,1,3756,1028
7099525,Edward Nascimento,0,1,336,1570
7118981,darknemesiis,0,1,26,1901
7119872,Razor Nevermore,289,17,114179,325
7123413,shmael,0,1,484,1505
7123675,maria janeide,51,1,216,1662
7124650,M E S T R E -,0,27,7403,874
7125534,IcemanSkywalker,152,0,0,2065
7130396,cfreire8455,65,57,347027,216
7135764,TheMorgoth,97,29,87726,365
7140372,wladimor,289,33,190381,276
7145860,Lokitto-,287,48,458463,187
7147340,edufp,0,1,266,1615
7147426,P E S C A D O R,0,1,2527,1142
7153066,Galas Bolth,0,1,327,1577
7154218,Dolov,0,4,28519,568
7164307,Nalap,97,9,52861,441
7166493,Arceus James,0,1,26,1902
7174288,zoinho43,216,1,26,1903
7199714,Kazuzinha,0,1,26,1904
7204231,Priorw3,0,1,1255,1319
7209932,aLz*,179,6,15211,697
7221253,markoski,0,4,13358,722
7221751,Talahase,187,1,1609,1260
7227005,raineko,0,3,6937,883
7229438,Piti Braga,358,46,480820,184
7245181,Frostriort,358,149,1393931,34
7246562,TENEBRIO,51,1,2549,1138
7248147,Carlos cruel,0,3,3673,1031
7262199,-Golden American BoyS-,905,11,35442,511
7270627,DARK OF TREVAS,65,288,2793050,3
7282201,vofp13,418,57,365449,211
7283130,valeriomendes,34,1,2684,1128
7284286,tobias1,0,1,26,1905
7299847,kacio2011,1231,2,949,1381
7299955,felipe.04,48,47,214762,264
7308259,AlaanFernandes,0,1,1107,1348
7309999,NoLoove,0,1,1144,1339
7315866,lasj,0,1,26,1906
7319349,*EvolutioN*,468,13,47065,456
7325557,Thissunade,734,3,12200,749
7330922,7W.Fimbull,10,1,2902,1110
7331306,Lord Jon Snow,65,204,1904369,14
7337890,Akkane,0,2,1708,1239
7338171,renangrx,0,1,675,1440
7359452,luiselias,127,13,72950,386
7367571,Sasha Grey*,815,9,51780,444
7380225,Alexander Gomes,302,43,342938,217
7395591,eczord,289,72,520728,172
7397491,uzumakhinata,0,1,1684,1244
7403536,oocoitado,1129,13,52458,442
7407969,WinFox,291,26,157334,295
7419675,miotto11,1262,1,3334,1063
7420003,Deusa dos Legumes,46,108,881435,96
7422886,barbosatrilha,0,5,28507,569
7431668,croatoan13,0,1,4892,966
7432754,Xaraes,0,1,126,1770
7441053,Triclops,0,1,83,1817
7448518,bipjb,142,201,1871780,15
7449375,Etainn,0,1,26,1907
7454870,rukoo,0,1,26,1908
7461022,josefs,0,1,55,1838
7462113,Sr ruffles,0,1,200,1682
7469645,XxDogxX,358,36,251393,251
7474950,nanda2011,180,10,38407,492
7480368,.DeSTruCTioN.,286,21,207337,267
7487997,Mané Galinha,0,0,0,2066
7488710,hannibal1995,418,16,76554,380
7496217,UpSpirit,287,90,706834,130
7497049,Lady Caroll,0,1,169,1723
7502897,BluesBoy,27,0,0,2067
7512765,cbrcobra,0,2,12355,741
7519275,artenapele,34,0,0,2068
7523890,dynoaps01,97,13,90147,362
7526714,Song Ackerman,142,94,920279,91
7540600,geovanneborges21,0,1,1744,1232
7544065,*Mangaba,1071,1,26,1909
7544289,Johkiller,300,1,222,1655
7554750,Debug,48,67,283774,234
7577120,REImurilo48,291,56,401448,199
7580711,left171,0,1,963,1377
7587592,orejana,0,2,8547,843
7595641,jcbbrodt,0,1,1302,1315
7597336,atenas 7,0,0,0,2069
7599478,joaococa1,949,20,80387,372
7621194,Wicker Man,879,1,311,1585
7629317,ILove*s22,0,0,0,2070
7631403,lykorz,617,1,266,1616
7636427,creusodagama,0,1,26,1910
7642900,silva salles,0,1,486,1503
7672764,tnthouse,291,18,67908,395
7678729,zCDz,387,0,0,2071
7681173,lord fild,180,3,11262,768
7686182,little wayne,1140,1,2164,1191
7694996,chocolate147,0,1,58,1835
7696257,c4st3l0,127,36,64749,403
7705905,betho kryok7,524,1,3478,1047
7707372,Leon Sama,21,103,871939,99
7710033,The seer,0,1,56,1836
7714791,eclipse7,0,0,0,2072
7720846,Dr. Haidar,354,6,28956,563
7724041,rydragonxXx,0,14,94198,355
7736488,- I Am ThE PaTmAn ?,286,131,1303909,44
7743680,migusta,0,0,0,2073
7745268,We are Ready,949,9,25063,590
7745536,SoulM4gic,0,1,6113,911
7756287,Mr. Noise,1332,1,110,1810
7758735,=EL PATRÓN=,289,89,721819,128
7759969,Cout-man,48,36,171520,291
7766645,astronoxy,101,9,8146,846
7781056,call of rei,46,85,869654,100
7784828,Ricardo Sousa10,1129,3,7839,859
7794839,1g9n9r6,54,1,9163,820
7799126,kevin2400,0,7,18404,661
7801942,jeanpwolff,286,217,1979946,9
7812735,deivid silva 13,289,25,158862,293
7814957,Bufallo kid,1129,6,22960,609
7816327,KillerArth,0,1,320,1582
7818634,Lamassu,0,1,157,1740
7823569,Arqueiro Verde,1291,34,278373,237
7824374,Destiini,0,1,306,1589
7825439,Rexor,475,3,7109,878
7829753,ZoroZ,0,1,199,1683
7835141,- = T Y F = -,289,66,649700,143
7844947,chelcoto,0,0,0,2074
7850654,Donald 007,302,47,372576,206
7854997,Fedorento,0,1,157,1741
7855000,Homenzinho Gigante,0,1,151,1750
7855168,Shoot To Thrill,418,11,77486,378
7855388,Haniel Of Elohim,0,1,175,1710
7858383,by Hate,0,1,26,1911
7859528,One98,127,124,335856,219
7863023,boatribo,1066,10,61855,409
7875316,algez,238,2,2564,1134
7875697,ivairongaratto,0,1,26,1912
7881841,dumedeiros,97,22,109493,333
7887410,Master cooler,46,69,606857,154
7888681,thiagofcoppi,0,6,8185,845
7891279,nuno243,0,6,33696,527
7891981,Velho Jack Daniels,0,1,32,1875
7896370,King Dominador,0,1,1379,1301
7901525,metaldene,1104,1,2736,1123
7907783,Huskyy,103,21,25887,584
7909482,salvifeijo,637,7,28858,564
7909532,PaulloH,1129,12,71718,388
7909615,Lord Sain,0,1,565,1469
7909671,Scrusch,475,1,2208,1185
7912004,Garp Debochado,0,0,0,2075
7921730,sagaz,949,4,10275,787
7925392,jeferson-jef,677,1,4141,1004
7925813,katsuya10,1289,1,372,1550
7925993,Zugzwang,0,1,157,1742
7926106,Vini.Fernandes,0,4,11542,760
7927588,league of legends,0,1,26,1913
7929307,RK38,1144,2,12288,743
7930660,- Frenetc @,0,1,149,1751
7930966,Rei Morato,65,34,210550,266
7931232,JoKlanov,0,1,437,1522
7935327,iTzLoox,1293,0,0,2076
7936309,-Stifflers,1327,1,26,1914
7937755,cayres2,302,77,495641,179
7939766,bebado,1252,5,13690,716
7941477,jmjunior00,354,8,29851,555
7945323,halendaquino,291,29,151064,299
7946075,gabrielhenriquesc,238,1,796,1406
7946098,eliton235,1215,1,3626,1034
7949169,guille,0,0,0,2077
7953644,netosgui,0,1,825,1396
7955570,beckisaf,1332,1,139,1759
7957583,StyleBrSz,21,113,878556,97
7958440,Ethannael,450,7,21756,625
7968497,josers,418,102,909347,94
7972592,puhzombie,0,1,460,1515
7973283,pinguimoliveira,0,0,0,2078
7977410,tadeumu,0,0,0,2079
7979840,tonysud,0,2,1722,1237
7987467,tavinhocdm,0,1,124,1773
7988561,ANDRIDE,1095,1,54,1840
7990422,- Ragnar Lothbrok,289,66,613338,151
7995499,bruno84,0,1,1364,1304
8002668,The Grepolian,0,1,26,1915
8009241,FalangeAzull,1291,39,277909,238
8011209,slywor,187,1,1048,1360
8016061,emscar,852,1,1007,1373
8018043,tikilovers,0,1,138,1761
8018480,micoxim,1104,1,226,1648
8021643,tilken,810,11,29433,559
8027165,dindin12,1084,18,59730,417
8029726,Ariane.melo,0,1,26,1916
8032546,MeiaNoite,1129,2,4912,964
8037536,aguia123,0,1,26,1917
8038470,PedroBauer,291,19,156243,296
8046778,-Mandelinha,1293,4,20987,633
8049091,Miiggs,289,68,483373,183
8052104,alexptc,0,1,4732,973
8056903,lasa1970,606,1,1197,1331
8058703,WOLFSKY,1266,8,17613,671
8061834,lord edilson,475,1,3612,1037
8063189,Ogan,1314,1,580,1467
8065163,Haulbrosley,260,1,1433,1287
8075893,Adezinha,370,1,214,1666
8084002,phantomx,450,5,12137,750
8088214,- Host Killer -,0,9,37448,499
8091124,Betão,275,1,84,1815
8093791,mestredosmagos,0,1,26,1918
8095624,fernandez,0,1,4189,997
8105640,L0rdEmpiree,287,6,13846,715
8106319,TANAGRA,1230,2,4773,970
8108209,almeidacadu,34,7,27440,575
8113308,GRILLO,949,14,77366,377
8114132,Gengis Khan-,0,1,442,1520
8118247,Senhor NeckeL,1140,1,275,1607
8123397,Robertinho555,0,1,372,1551
8123777,igorbarioni,0,1,2485,1147
8124390,Arkkantus,0,1,261,1621
8124581,willsammer,289,60,537931,169
8124798,XLK22,0,1,1623,1256
8128825,LeagueOfLegends,65,49,318109,225
8130761,jhonatant,0,1,26,1919
8132542,sparta789,0,1,26,1920
8137079,rikardo4100,0,0,0,2080
8146610,riistetyt,1060,1,9568,812
8146758,Gobbi,1178,1,26,1921
8149364,Topeirafux,0,1,1477,1282
8152033,CrikeNL,1054,7,43930,462
8158378,Sparta2,1148,1,610,1458
8159821,Horus.,949,12,34992,517
8161149,Ivo viu a uva,0,1,154,1745
8166993,Zanpa*,45,10,58267,421
8167983,cervejeiro,0,1,226,1649
8169307,Pônei Maldito,65,110,746795,123
8177047,Leo17Matador,46,116,858927,102
8179733,kmassarr,0,1,2262,1174
8182007,murahara,368,0,0,2081
8186923,Jefferseike2,475,7,25425,588
8187383,sousarinos,0,1,155,1744
8190057,X-EGG 2x,0,1,5761,922
8193141,Arroz Sama,21,117,1092983,67
8194872,1denon1,46,124,1000767,79
8195416,bidu1557,216,1,171,1719
8196494,markuswill,46,181,1605292,19
8196536,Bloodthirsty,286,75,671371,134
8206675,Druida,358,17,104311,341
8206802,Jupitter Yeager,142,194,1959675,10
8209620,CapsLook,358,2,6879,884
8225087,Kanna Kamui,0,1,6940,882
8230558,ricks100,418,16,122770,319
8241656,hashtagvtzao,34,5,9527,814
8243788,majorbelo1,46,143,1465926,27
8244191,hpkbr,0,6,22452,617
8265197,acerva,51,1,5897,917
8271328,Casaca Vermelha,21,157,1513352,23
8274900,joelfeiten,368,8,12564,739
8277287,- S a v a g e *,0,1,26,1922
918631050,Narizgão,142,184,2002039,8
918645436,odmilso,0,1,2886,1111
918645510,czar ivan1,1317,7,21773,624
918658771,Viúva Negra,21,142,910567,93
918659195,- Mercador Da Morte -,851,5,18694,659
918660220,killer95s,1060,46,179995,283
918670937,Brendo182,0,0,0,2082
918675815,Sr Fazendeiro,0,1,503,1497
918677191,jorge3655,475,10,36327,508
918711123,LoveCPs,127,86,826759,108
918711627,Follow,1084,6,35223,513
918713423,jneves87,1084,20,98802,345
918713809,Maclaed,1266,20,74125,382
918716841,Naldomecão,475,5,15513,694
918724325,Dr. Mainardi,815,19,66273,399
918724457,Cacau von Aix,1060,16,30832,550
918729488,spder23,1104,1,1037,1366
918734121,natysim,0,1,461,1513
918736187,Senhor Arrocha,0,1,296,1594
918739823,.churrrumilo.,0,4,16655,678
918741127,CesarCurvello,606,3,2369,1159
918745650,Hashiro,286,158,1231735,48
918746577,heliton0321,142,50,376037,204
918747829,Rei Jhonny,0,1,8018,853
918753545,Forró Boys,358,2,19654,647
918755688,rpavarina,97,60,393195,200
918763319,HellsBells,0,14,65755,401
918775584,Terrorist of Shadows,21,73,623770,150
918780310,Senhor Alencar,101,2,3026,1094
918781334,zetokiller,765,0,0,2083
918793084,Kore Taylor,30,5,10713,780
918796084,nilton128,0,1,1868,1216
918796938,Tacobewe.,0,2,9147,821
918801947,andremertens,0,1,232,1644
918801992,Garciavitor,0,1,26,1923
918805004,Seraf-King,0,1,180,1706
918824671,SrRodolfo,0,2,5438,939
918825356,-DirTy Style,450,5,40933,475
918826756,o secao,287,147,1354912,40
918827104,Tuco87,97,41,329006,220
918827676,JuniorFerreira,0,1,404,1536
